,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
4,,40.78466,-73.97899,Westsider Rare and Used Books ,,wikivoyage,red,2246 Broadway ,http://westsiderbooks.com/ ,Buy,Specializing in used books.,"(40.78466, -73.97899)",,,,,,,,,"(40.78466, -73.97899)"
3,,40.80693,-73.96411,Columbia University Bookstore ,,wikivoyage,red,2922 Broadway ,http://www.columbiabookstore.com ,Buy,"Run by Barnes and Noble, this is the best place in the neighborhood to pick up travel guides for anywhere as well as Columbia University branded gifts.","(40.80693, -73.96411)",,,,,,,,,"(40.80693, -73.96411)"
2,,40.8068,73.9653,Book Culture on Broadway ,,wikivoyage,red,2915 Broadway ,https://www.bookculture.com ,Buy,"Books (fiction, travel, non-fiction) and gift items.","(40.8068, 73.9653)",,,,,,,,,"(40.8068, 73.9653)"
1,,40.80496,-73.96501,Book Culture ,,wikivoyage,red,536 W 112th St ,http://www.bookculture.com/ ,Buy,"Formerly known as Labyrinth Books, Book Culture is a scholarly bookstore, worth browsing for the books on science and the liberal arts. The sale tables on the second floor are full of bargains that will delight any booklover.","(40.80496, -73.96501)",,,,,,,,,"(40.80496, -73.96501)"
0,,40.78619,-73.97873,Barnes and Noble ,,wikivoyage,red,2289 Broadway ,http://store-locator.barnesandnoble.com/store/1979 ,Buy,A large Barnes and Noble bookstore in the neighborhood.,"(40.78619, -73.97873)",,,,,,,,,"(40.78619, -73.97873)"
0,,40.77501,-73.98174,Lincoln Square 13 Cinema ,,wikivoyage,red,1998 Broadway ,http://www.fandango.com/amcloewslincolnsquare13withimax_aabqi/theaterpage?wssac,Do_Cinemas,"A multiplex two blocks from Lincoln Center, showing major, first-run films on 13 screens. It also contains an IMAX cinema showing mainstream feature films.","(40.77501, -73.98174)",,,,,,,,,"(40.77501, -73.98174)"
0,,40.804,-73.97,Riverside Park ,,wikivoyage,red,west of Riverside Drive ,https://www.nycgovparks.org/parks/riverside-park ,Do_Parks and walks,"While nearby Central Park is justly famous and finds its way onto a ""must see"" list for most visitors to New York, Riverside Park also has its charms, as its riverfront location provides pleasant views of New Jersey and sometimes breezes off the river. Summer brings al fresco movies, plays and music to Riverside Park.","(40.804, -73.97)",,,,,,,,,"(40.804, -73.97)"
1,,40.80112,-73.96822,Smoke Jazz Club and Lounge ,,wikivoyage,red,2751 Broadway ,http://www.smokejazz.com/ ,Do_Music clubs,Live jazz seven days a week. Performers often jam late into the night so go for the late set if you can.,"(40.80112, -73.96822)",,,,,,,,,"(40.80112, -73.96822)"
0,,40.81758,-73.9603,Cotton Club ,,wikivoyage,red,666 W 125th St ,http://cottonclub-newyork.com ,Do_Music clubs,"A dance club/dinner club near Columbia University. Swing dancing is on Monday nights (8:30PM-midnight, $25), with a 13-piece swing band. Friday nights at 8:30PM are taken over by Latin Dance ($20) with a live 14-piece band playing merengue and bachata, appropriately for Dominican-heavy West Harlem. Th 8PM and Sa 9PM are jazz/dinner and dancing nights ($55) for a southern cooking buffet and swing band, while Sa-Su have gospel brunches at noon and 2:30PM ($45).","(40.81758, -73.9603)",,,,,,,,,"(40.81758, -73.9603)"
4,,40.80803,-73.96334,Miller Theater ,,wikivoyage,red,2960 Broadway ,http://www.millertheatre.com ,Do_Performances,Miller Theater is Columbia University's main performing arts venue and is well known for its classical music performances.,"(40.80803, -73.96334)",,,,,,,,,"(40.80803, -73.96334)"
3,,40.79397,-73.97264,Symphony Space ,,wikivoyage,red,2537 Broadway ,http://www.symphonyspace.org/ ,Do_Performances,"Symphony Space used to be the Symphony movie theater back in the 1970s, and it still occasionally screens films, but it is more often used, nowadays, as a performance venue. The offerings are eclectic, and though ticket prices have crept up, there are quite a few inexpensive shows, especially at the Leonard Nimoy Thalia, another former movie theater around the corner on 95 St. between Broadway and West End Ave.","(40.79397, -73.97264)",,,,,,,,,"(40.79397, -73.97264)"
2,,40.77524,-73.98296,Merkin Concert Hall ,,wikivoyage,red,129 W. 67th St. ,http://www.kaufmanmusiccenter.org/mch ,Do_Performances,"Important and fairly prestigious venue for classical music, much of it contemporary, and various other kinds of performances. The hall seats about 250 people and has good acoustics for chamber music. This hall is near Lincoln Center but is not part of it; instead, it is part of the Kaufman Music Center, which also runs music schools for children.","(40.77524, -73.98296)",,,,,,,,,"(40.77524, -73.98296)"
1,,40.77251,-73.98376,Lincoln Center for the Performing Arts ,,wikivoyage,red,between West 62nd and 66th Streets and Columbus and Amsterdam Avenues ,http://www.lincolncenter.org/ ,Do_Performances,"The world's largest cultural complex, where you can see theater, symphonies, ballet, opera, movies, art exhibits or just wander the architecturally beautiful buildings. The buildings are modern, and even have modern chandeliers. There are two opera companies, and the famous Juilliard School of Music is also here. Also part of the complex is the New York Public Library's Library for the Performing Arts, containing circulating and non-circulating collections in music, drama, and dance, as well as special collections of priceless documents that scholars from around the world come to look at.","(40.77251, -73.98376)",,,,,,,,,"(40.77251, -73.98376)"
0,,40.7805,-73.98108,Beacon Theatre ,,wikivoyage,red,2124 Broadway ,http://www.beacontheatre.com/ ,Do_Performances,"This is a major music performance venue for big-time solo acts and groups, and many, many famous artists have performed there, including The Rolling Stones, Jerry Garcia, Aerosmith, Michael Jackson, James Taylor, Radiohead, Queen and the Allman Brothers. Prices are not cheap, and tickets sometimes sell out well in advance.","(40.7805, -73.98108)",,,,,,,,,"(40.7805, -73.98108)"
2,,40.79209,-73.97893,Soldiers and Sailors Monument ,,wikivoyage,red,Riverside Drive at 89th Street , ,See_Monuments,"A memorial to the Civil War dead (though, in typical New York fashion, it wasn't constructed till 1902, almost 40 years after the Civil War ended). The Hudson Warehouse stages plays (mostly Shakespeare) on the steps of the monument every summer.","(40.79209, -73.97893)",,,,,,,,,"(40.79209, -73.97893)"
1,,40.80177,-73.97034,Shinran Shonin ,,wikivoyage,red,331-332 Riverside Dr , ,See_Monuments,"Staring pensively across Riverside Drive at the children playing in the park is the statue of Shinran Shonin, a 13th-century Buddhist reformer. In another life, the statue stood in Hiroshima and witnessed the devastation caused by the bomb. His New York home is between two Riverside Drive buildings right next to the '''[http://www.newyorkbuddhistchurch.org/index.html New York Buddhist Center]'''.","(40.80177, -73.97034)",,,,,,,,,"(40.80177, -73.97034)"
0,,40.81345,-73.96305,Grant's Tomb ,,wikivoyage,red,Riverside Drive and 122nd Street ,http://www.nps.gov/gegr/ ,See_Monuments,"General Ulysses S. Grant and his wife are buried in this imposing mausoleum, the largest tomb in North America. If you come when it is closed, you can still see the impressive facade, but coming during open hours gives you the opportunity to view the murals, the tomb and various documentation inside. Across Riverside Drive, there is a viewpoint to look across the Hudson River, a museum, gift shop and restrooms.","(40.81345, -73.96305)",,,,,,,,,"(40.81345, -73.96305)"
5,,40.77115,-73.98548,Fordham College at Lincoln Center ,,wikivoyage,red,60th St , ,See_Institutions of learning,"A branch of Fordham University, whose main campus is in the [[Bronx]].","(40.77115, -73.98548)",,,,,,,,,"(40.77115, -73.98548)"
4,,40.81247,-73.96133,Manhattan School of Music ,,wikivoyage,red, ,https://www.msmnyc.edu ,See_Institutions of learning,Another conservatory of music.,"(40.81247, -73.96133)",,,,,,,,,"(40.81247, -73.96133)"
3,,40.77377,-73.98292,"Juilliard School of Dance, Drama, and Music ",,wikivoyage,red,65th St ,http://www.juilliard.edu ,See_Institutions of learning,One of the foremost conservatories of those disciplines in the United States.,"(40.77377, -73.98292)",,,,,,,,,"(40.77377, -73.98292)"
2,,40.81027,-73.96033,Teachers College ,,wikivoyage,red,120th Street ,http://www.tc.columbia.edu ,See_Institutions of learning,"Affiliated with Columbia, Teacher's College is an architectural gem with its block length Beaux Arts and neo-Gothic façades.","(40.81027, -73.96033)",,,,,,,,,"(40.81027, -73.96033)"
1,,40.80941,-73.96342,Barnard College ,,wikivoyage,red, ,http://www.barnard.edu ,See_Institutions of learning,"One of the Seven Sisters colleges, and is affiliated with Columbia University.","(40.80941, -73.96342)",,,,,,,,,"(40.80941, -73.96342)"
0,,40.80741,-73.96243,Columbia University ,,wikivoyage,red, ,http://www.columbia.edu ,See_Institutions of learning,"A famous Ivy League college that has existed since British colonial times, when it was called King's College.","(40.80741, -73.96243)",,,,,,,,,"(40.80741, -73.96243)"
1,,40.81178,-73.96307,Riverside Church ,,wikivoyage,red,Riverside Av. and 122 St ,https://www.trcnyc.org/ ,See_Churches and cathedrals,A large and historically important Protestant church and center of progressive social activism. Also neo-Gothic.,"(40.81178, -73.96307)",,,,,,,,,"(40.81178, -73.96307)"
0,,40.8037,-73.96154,Cathedral Church of St. John the Divine ,,wikivoyage,red,1047 Amsterdam Ave ,http://www.stjohndivine.org/ ,See_Churches and cathedrals,"The world's largest neo-[[Gothic]] cathedral, the place has been a work in progress for over a century! There are also resident peacocks on campus, and many songbirds stop by during their seasonal migrations.","(40.8037, -73.96154)",,,,,,,,,"(40.8037, -73.96154)"
3,,40.7859,-73.9772,Children's Museum of Manhattan ,,wikivoyage,red,212 W 83rd St ,http://cmom.org/ ,See_Museums,A children's museum home to exhibits featuring Adventures with Dora & Diego.,"(40.7859, -73.9772)",,,,,,,,,"(40.7859, -73.9772)"
2,,40.80291,-73.96902,Nicholas Roerich Museum ,,wikivoyage,red,319 W. 107th St ,http://www.roerich.org/ ,See_Museums,,"(40.80291, -73.96902)",,,,,,,,,"(40.80291, -73.96902)"
1,,40.77928,-73.97422,New York Historical Society ,,wikivoyage,red,170 Central Park West ,http://www.nyhistory.org/ ,See_Museums,Americana including Audubon’s watercolors of birds.,"(40.77928, -73.97422)",,,,,,,,,"(40.77928, -73.97422)"
0,,40.78075,-73.97316,American Museum of Natural History ,,wikivoyage,red,Central Park West between 77th and 81st Streets (entire block) ,http://www.amnh.org/ ,See_Museums,"Holding a remarkably large collection, each of the 5 floors of this massive building has expansive and well-designed exhibits devoted to astronomy, biology, geology, anthropology, climatology, and paleontology. You will want to allow a full day if you hope to see the entirety of the museum. Some of the highlights are the '''Rose Center for Earth and Space''' on the northeast corner of the building, which contains a seven-story glass cube holding the Hayden Planetarium, a huge sphere suspended above the exhibit halls below and holding a ""cosmic pathway"" exhibit; the numerous '''habitat diorama''' halls on the first, second and third floors, with recreations of African, Asian, North American, and ocean plants and animals, including a full-size model of a Blue Whale suspended above the Ocean Life Hall; a '''Hall of Minerals and Gems''', which contains many rare and beautiful specimens, including the largest star sapphire in the world and a chunk of a massive meteorite; extensive '''anthropology halls''' on the first, second, and third floors, with exhibits devoted to people of Asia, Africa, Central America, the Pacific, and Native Americans; and the '''natural history halls''' on the fourth floor, with one of the largest collections of dinosaur skeletons in the world.","(40.78075, -73.97316)",,,,,,,,,"(40.78075, -73.97316)"
0,,40.7616,-73.9781,American Folk Art Museum ,,wikivoyage,red,2 Lincoln Square ,http://folkartmuseum.org ,See_Museums,,"(40.7616, -73.9781)",,,,,,,,,"(40.7616, -73.9781)"
5,,40.77803,-73.97516,The San Remo ,,wikivoyage,red,145 and 146 Central Park West , ,See_Landmarks,"The historic building with the distinctive, iconic twin towers and a star-studded housing cooperative board. Built in 1930 in a vaguely Art Deco style to the design of Emery Roth, the San Remo actually has two separate addresses, lobbies and sets of shafts, each for a half of the building topped with a tower.","(40.77803, -73.97516)",,,,,,,,,"(40.77803, -73.97516)"
4,,40.76836,-73.9826,Time Warner Center ,,wikivoyage,red,10 Columbus Circle ,http://www.theshopsatcolumbuscircle.com/ ,See_Landmarks,"Has the Mandarin Oriental Hotel for dining, drinks, and Chihuly chandeliers. It also has a small, ultra-high-end mall with luxury shops and Botero sculptures. In the basement is a large Whole Foods Market, and there is seating for eating their prepared food and salad bar items (cheaper than eating in a restaurant). Or better yet, on nicer days, pick up a prepared meal to go and venture across the street to Columbus Circle or Sheep's Meadow in Central Park for a nice outdoor meal.","(40.76836, -73.9826)",,,,,,,,,"(40.76836, -73.9826)"
3,,40.77652,-73.97633,Dakota Building ,,wikivoyage,red,1 West 72nd St ,https://plus.google.com/115073583208926682820/ ,See_Landmarks,"This massive apartment building has been (and is!) home to many celebrities. Probably best known was the former Beatle John Lennon, who was gunned down outside the building on December 8, 1980, by a crazed fan. Lennon had been living at the Dakota with his second wife, Yoko Ono, who still resides in the building. A memorial to the former Beatle exists nearby in Central Park. The building has become a popular place of pilgrimage for many who admire Lennon.","(40.77652, -73.97633)",,,,,,,,,"(40.77652, -73.97633)"
2,,40.779758,-73.981197,Central Savings Bank building ,,wikivoyage,red,2112 Broadway , ,See_Landmarks,"This building, which is occupied by Apple Bank for Savings, is a notable Italianate palazzo whose stone facades and metal-barred windows are meant to ooze a sense of security.","(40.779758, -73.981197)",,,,,,,,,"(40.779758, -73.981197)"
1,,40.783889,-73.981389,Apthorp ,,wikivoyage,red,2211 Broadway and 390 West End Avenue ,http://theapthorp.com/ ,See_Landmarks,"A beautiful early 20th-century high-rise luxury apartment building, taking up the entire square block between 78th and 79th Sts. between Broadway and West End Avenue. Its companion, the '''Belnord''', takes up the square block between 86th and 87th Sts. between Broadway and Amsterdam. Both buildings were completed in 1908, at a time when the Upper West Side was still full of wide open spaces.","(40.783889, -73.981389)",,,,,,,,,"(40.783889, -73.981389)"
0,,40.78,-73.9825,Ansonia ,,wikivoyage,red,2109 Broadway ,http://ansoniarealty.com/ ,See_Landmarks,"This pretty 17-story Beaux Arts building was completed in 1904 and designed to be New York City's first air conditioned hotel. It was a residential hotel, and housed a number of very famous people, including the Hall of Fame baseball player, Babe Ruth; the Italian tenor, Enrico Caruso; the modernist composer, Igor Stravinsky; the Italian conductor of the NBC Symphony, Arturo Toscanini; and writers Theodore Dreiser and Isaac Bashevis Singer. The building is now a condominium.","(40.78, -73.9825)",,,,,,,,,"(40.78, -73.9825)"
